epoch,accuracy,loss,val_accuracy,val_loss
0,0.98008335,0.07280179893132299,0.9712499976158142,0.10120423019615313
1,0.9809167,0.06918953531157847,0.971833348274231,0.09894008805416524
2,0.9825,0.06526956772447254,0.9724166393280029,0.09766031105723232
